ICD10,number
S92061D,73085
routine,73086
S92061G,73087
delayed,73088
S92061K,73089
nonunion,73090
S92061P,73091
malunion,73092
S92061S,73093
S92062A,73094
S92062B,73095
S92062D,73096
routine,73097
S92062G,73098
delayed,73099
S92062K,73100
nonunion,73101
S92062P,73102
malunion,73103
S92062S,73104
S92063A,73105
S92063B,73106
S92063D,73107
routine,73108
S92063G,73109
delayed,73110
S92063K,73111
nonunion,73112
S92063P,73113
malunion,73114
S92063S,73115
S92064A,73116
S92064B,73117
S92064D,73118
routine,73119
S92064G,73120
delayed,73121
S92064K,73122
nonunion,73123
S92064P,73124
malunion,73125
S92064S,73126
S92065A,73127
S92065B,73128
S92065D,73129
routine,73130
S92065G,73131
delayed,73132
S92065K,73133
nonunion,73134
S92065P,73135
malunion,73136
S92065S,73137
S92066A,73138
S92066B,73139
S92066D,73140
routine,73141
S92066G,73142
delayed,73143
S92066K,73144
nonunion,73145
S92066P,73146
malunion,73147
S92066S,73148
S92101A,73149
S92101B,73150
S92101D,73151
healing,73152
S92101G,73153
healing,73154
S92101K,73155
S92101P,73156
S92101S,73157
S92102A,73158
S92102B,73159
S92102D,73160
healing,73161
S92102G,73162
healing,73163
S92102K,73164
S92102P,73165
S92102S,73166
S92109A,73167
S92109B,73168
S92109D,73169
healing,73170
S92109G,73171
healing,73172
S92109K,73173
S92109P,73174
S92109S,73175
S92111A,73176
fracture,73177
S92111B,73178
fracture,73179
S92111D,73180
with,73181
S92111G,73182
with,73183
S92111K,73184
with,73185
S92111P,73186
with,73187
S92111S,73188
S92112A,73189
fracture,73190
S92112B,73191
fracture,73192
S92112D,73193
with,73194
S92112G,73195
with,73196
S92112K,73197
with,73198
S92112P,73199
with,73200
S92112S,73201
S92113A,73202
fracture,73203
S92113B,73204
fracture,73205
S92113D,73206
with,73207
S92113G,73208
with,73209
S92113K,73210
with,73211
S92113P,73212
with,73213
S92113S,73214
S92114A,73215
fracture,73216
S92114B,73217
fracture,73218
S92114D,73219
with,73220
S92114G,73221
with,73222
S92114K,73223
with,73224
S92114P,73225
with,73226
S92114S,73227
S92115A,73228
fracture,73229
S92115B,73230
fracture,73231
S92115D,73232
with,73233
S92115G,73234
with,73235
S92115K,73236
with,73237
S92115P,73238
with,73239
S92115S,73240
S92116A,73241
fracture,73242
S92116B,73243
fracture,73244
S92116D,73245
with,73246
S92116G,73247
with,73248
S92116K,73249
with,73250
S92116P,73251
with,73252
S92116S,73253
S92121A,73254
fracture,73255
S92121B,73256
fracture,73257
S92121D,73258
with,73259
S92121G,73260
with,73261
S92121K,73262
with,73263
S92121P,73264
with,73265
S92121S,73266
S92122A,73267
fracture,73268
S92122B,73269
fracture,73270
S92122D,73271
with,73272
S92122G,73273
with,73274
S92122K,73275
with,73276
S92122P,73277
with,73278
S92122S,73279
S92123A,73280
fracture,73281
S92123B,73282
fracture,73283
S92123D,73284
with,73285
S92123G,73286
with,73287
S92123K,73288
with,73289
S92123P,73290
with,73291
S92123S,73292
S92124A,73293
fracture,73294
S92124B,73295
fracture,73296
S92124D,73297
with,73298
S92124G,73299
with,73300
S92124K,73301
with,73302
S92124P,73303
with,73304
S92124S,73305
S92125A,73306
fracture,73307
S92125B,73308
fracture,73309
S92125D,73310
with,73311
S92125G,73312
with,73313
S92125K,73314
with,73315
S92125P,73316
with,73317
S92125S,73318
S92126A,73319
fracture,73320
S92126B,73321
fracture,73322
S92126D,73323
with,73324
S92126G,73325
with,73326
S92126K,73327
with,73328
S92126P,73329
with,73330
S92126S,73331
S92131A,73332
closed,73333
S92131B,73334
open,73335
S92131D,73336
fracture,73337
S92131G,73338
fracture,73339
S92131K,73340
fracture,73341
S92131P,73342
fracture,73343
S92131S,73344
S92132A,73345
closed,73346
S92132B,73347
open,73348
S92132D,73349
fracture,73350
S92132G,73351
fracture,73352
S92132K,73353
fracture,73354
S92132P,73355
fracture,73356
S92132S,73357
S92133A,73358
closed,73359
S92133B,73360
open,73361
S92133D,73362
fracture,73363
S92133G,73364
fracture,73365
S92133K,73366
fracture,73367
S92133P,73368
fracture,73369
S92133S,73370
S92134A,73371
closed,73372
S92134B,73373
open,73374
S92134D,73375
fracture,73376
S92134G,73377
fracture,73378
S92134K,73379
fracture,73380
S92134P,73381
fracture,73382
S92134S,73383
S92135A,73384
closed,73385
S92135B,73386
open,73387
S92135D,73388
fracture,73389
S92135G,73390
fracture,73391
S92135K,73392
fracture,73393
S92135P,73394
fracture,73395
S92135S,73396
S92136A,73397
closed,73398
S92136B,73399
open,73400
S92136D,73401
fracture,73402
S92136G,73403
fracture,73404
S92136K,73405
fracture,73406
S92136P,73407
fracture,73408
S92136S,73409
S92141A,73410
S92141B,73411
S92141D,73412
routine,73413
S92141G,73414
delayed,73415
S92141K,73416
nonunion,73417
S92141P,73418
malunion,73419
S92141S,73420
S92142A,73421
S92142B,73422
S92142D,73423
routine,73424
S92142G,73425
delayed,73426
S92142K,73427
nonunion,73428
S92142P,73429
malunion,73430
S92142S,73431
S92143A,73432
S92143B,73433
S92143D,73434
routine,73435
S92143G,73436
delayed,73437
S92143K,73438
nonunion,73439
S92143P,73440
malunion,73441
S92143S,73442
S92144A,73443
S92144B,73444
S92144D,73445
routine,73446
S92144G,73447
delayed,73448
S92144K,73449
nonunion,73450
S92144P,73451
malunion,73452
S92144S,73453
S92145A,73454
S92145B,73455
S92145D,73456
routine,73457
S92145G,73458
delayed,73459
S92145K,73460
nonunion,73461
S92145P,73462
malunion,73463
S92145S,73464
S92146A,73465
S92146B,73466
S92146D,73467
routine,73468
S92146G,73469
delayed,73470
S92146K,73471
nonunion,73472
S92146P,73473
malunion,73474
S92146S,73475
S92151A,73476
closed,73477
S92151B,73478
open,73479
S92151D,73480
fracture,73481
S92151G,73482
fracture,73483
S92151K,73484
fracture,73485
S92151P,73486
fracture,73487
S92151S,73488
S92152A,73489
closed,73490
S92152B,73491
open,73492
S92152D,73493
fracture,73494
S92152G,73495
fracture,73496
S92152K,73497
fracture,73498
S92152P,73499
fracture,73500
S92152S,73501
S92153A,73502
closed,73503
S92153B,73504
open,73505
S92153D,73506
fracture,73507
S92153G,73508
fracture,73509
S92153K,73510
fracture,73511
S92153P,73512
fracture,73513
S92153S,73514
S92154A,73515
closed,73516
S92154B,73517
open,73518
S92154D,73519
fracture,73520
S92154G,73521
fracture,73522
S92154K,73523
fracture,73524
S92154P,73525
fracture,73526
S92154S,73527
S92155A,73528
closed,73529
S92155B,73530
open,73531
S92155D,73532
fracture,73533
S92155G,73534
fracture,73535
S92155K,73536
fracture,73537
S92155P,73538
fracture,73539
S92155S,73540
S92156A,73541
closed,73542
S92156B,73543
open,73544
S92156D,73545
fracture,73546
S92156G,73547
fracture,73548
S92156K,73549
fracture,73550
S92156P,73551
fracture,73552
S92156S,73553
S92191A,73554
S92191B,73555
S92191D,73556
healing,73557
S92191G,73558
healing,73559
S92191K,73560
S92191P,73561
S92191S,73562
S92192A,73563
S92192B,73564
S92192D,73565
healing,73566
S92192G,73567
healing,73568
S92192K,73569
S92192P,73570
S92192S,73571
S92199A,73572
S92199B,73573
S92199D,73574
healing,73575
S92199G,73576
healing,73577
S92199K,73578
S92199P,73579
S92199S,73580
S92201A,73581
closed,73582
S92201B,73583
open,73584
S92201D,73585
fracture,73586
S92201G,73587
fracture,73588
S92201K,73589
fracture,73590
S92201P,73591
fracture,73592
S92201S,73593
S92202A,73594
closed,73595
S92202B,73596
open,73597
S92202D,73598
fracture,73599
S92202G,73600
fracture,73601
S92202K,73602
fracture,73603
S92202P,73604
fracture,73605
S92202S,73606
S92209A,73607
closed,73608
S92209B,73609
open,73610
S92209D,73611
fracture,73612
S92209G,73613
fracture,73614
S92209K,73615
fracture,73616
S92209P,73617
fracture,73618
S92209S,73619
S92211A,73620
closed,73621
S92211B,73622
open,73623
S92211D,73624
fracture,73625
S92211G,73626
fracture,73627
S92211K,73628
fracture,73629
S92211P,73630
fracture,73631
S92211S,73632
S92212A,73633
closed,73634
S92212B,73635
open,73636
S92212D,73637
fracture,73638
S92212G,73639
fracture,73640
S92212K,73641
fracture,73642
S92212P,73643
fracture,73644
S92212S,73645
S92213A,73646
closed,73647
S92213B,73648
open,73649
S92213D,73650
fracture,73651
S92213G,73652
fracture,73653
S92213K,73654
fracture,73655
S92213P,73656
fracture,73657
S92213S,73658
S92214A,73659
closed,73660
S92214B,73661
open,73662
S92214D,73663
fracture,73664
S92214G,73665
fracture,73666
S92214K,73667
fracture,73668
S92214P,73669
fracture,73670
S92214S,73671
S92215A,73672
closed,73673
S92215B,73674
open,73675
S92215D,73676
fracture,73677
S92215G,73678
fracture,73679
S92215K,73680
fracture,73681
S92215P,73682
fracture,73683
S92215S,73684
S92216A,73685
closed,73686
S92216B,73687
open,73688
S92216D,73689
fracture,73690
S92216G,73691
fracture,73692
S92216K,73693
fracture,73694
S92216P,73695
fracture,73696
S92216S,73697
S92221A,73698
closed,73699
S92221B,73700
open,73701
S92221D,73702
fracture,73703
S92221G,73704
fracture,73705
S92221K,73706
fracture,73707
S92221P,73708
fracture,73709
S92221S,73710
S92222A,73711
closed,73712
S92222B,73713
open,73714
S92222D,73715
fracture,73716
S92222G,73717
fracture,73718
S92222K,73719
fracture,73720
S92222P,73721
fracture,73722
S92222S,73723
S92223A,73724
closed,73725
S92223B,73726
open,73727
S92223D,73728
fracture,73729
S92223G,73730
fracture,73731
S92223K,73732
fracture,73733
S92223P,73734
fracture,73735
S92223S,73736
S92224A,73737
closed,73738
S92224B,73739
open,73740
S92224D,73741
fracture,73742
S92224G,73743
fracture,73744
S92224K,73745
fracture,73746
S92224P,73747
fracture,73748
S92224S,73749
S92225A,73750
closed,73751
S92225B,73752
open,73753
S92225D,73754
fracture,73755
S92225G,73756
fracture,73757
S92225K,73758
fracture,73759
S92225P,73760
fracture,73761
S92225S,73762
S92226A,73763
closed,73764
S92226B,73765
open,73766
S92226D,73767
fracture,73768
S92226G,73769
fracture,73770
S92226K,73771
fracture,73772
S92226P,73773
fracture,73774
S92226S,73775
S92231A,73776
closed,73777
S92231B,73778
open,73779
S92231D,73780
fracture,73781
S92231G,73782
fracture,73783
S92231K,73784
fracture,73785
S92231P,73786
fracture,73787
S92231S,73788
S92232A,73789
closed,73790
S92232B,73791
open,73792
S92232D,73793
fracture,73794
S92232G,73795
fracture,73796
S92232K,73797
fracture,73798
S92232P,73799
fracture,73800
S92232S,73801
S92233A,73802
closed,73803
S92233B,73804
open,73805
S92233D,73806
fracture,73807
S92233G,73808
fracture,73809
S92233K,73810
fracture,73811
S92233P,73812
fracture,73813
S92233S,73814
S92234A,73815
closed,73816
S92234B,73817
open,73818
S92234D,73819
fracture,73820
S92234G,73821
fracture,73822
S92234K,73823
fracture,73824
S92234P,73825
fracture,73826
S92234S,73827
S92235A,73828
closed,73829
S92235B,73830
open,73831
S92235D,73832
fracture,73833
S92235G,73834
fracture,73835
S92235K,73836
fracture,73837
S92235P,73838
fracture,73839
S92235S,73840
S92236A,73841
closed,73842
S92236B,73843
open,73844
S92236D,73845
fracture,73846
S92236G,73847
fracture,73848
S92236K,73849
fracture,73850
S92236P,73851
fracture,73852
S92236S,73853
S92241A,73854
closed,73855
S92241B,73856
open,73857
S92241D,73858
fracture,73859
S92241G,73860
fracture,73861
S92241K,73862
fracture,73863
S92241P,73864
fracture,73865
S92241S,73866
S92242A,73867
closed,73868
S92242B,73869
open,73870
S92242D,73871
fracture,73872
S92242G,73873
fracture,73874
S92242K,73875
fracture,73876
S92242P,73877
fracture,73878
S92242S,73879
S92243A,73880
closed,73881
S92243B,73882
open,73883
S92243D,73884
fracture,73885
S92243G,73886
fracture,73887
S92243K,73888
fracture,73889
S92243P,73890
fracture,73891
S92243S,73892
S92244A,73893
closed,73894
S92244B,73895
open,73896
S92244D,73897
fracture,73898
S92244G,73899
fracture,73900
S92244K,73901
fracture,73902
S92244P,73903
fracture,73904
S92244S,73905
S92245A,73906
closed,73907
S92245B,73908
open,73909
S92245D,73910
fracture,73911
S92245G,73912
fracture,73913
S92245K,73914
fracture,73915
S92245P,73916
fracture,73917
S92245S,73918
S92246A,73919
closed,73920
S92246B,73921
open,73922
S92246D,73923
fracture,73924
S92246G,73925
fracture,73926
S92246K,73927
fracture,73928
S92246P,73929
fracture,73930
S92246S,73931
S92251A,73932
closed,73933
S92251B,73934
open,73935
S92251D,73936
fracture,73937
S92251G,73938
fracture,73939
S92251K,73940
fracture,73941
S92251P,73942
fracture,73943
S92251S,73944
S92252A,73945
closed,73946
S92252B,73947
open,73948
S92252D,73949
fracture,73950
S92252G,73951
fracture,73952
S92252K,73953
fracture,73954
S92252P,73955
fracture,73956
S92252S,73957
S92253A,73958
closed,73959
S92253B,73960
open,73961
S92253D,73962
fracture,73963
S92253G,73964
fracture,73965
S92253K,73966
fracture,73967
S92253P,73968
fracture,73969
S92253S,73970
S92254A,73971
closed,73972
S92254B,73973
open,73974
S92254D,73975
fracture,73976
S92254G,73977
fracture,73978
S92254K,73979
fracture,73980
S92254P,73981
fracture,73982
S92254S,73983
S92255A,73984
closed,73985
S92255B,73986
open,73987
S92255D,73988
fracture,73989
S92255G,73990
fracture,73991
S92255K,73992
fracture,73993
S92255P,73994
fracture,73995
S92255S,73996
S92256A,73997
closed,73998
S92256B,73999
open,74000
S92256D,74001
fracture,74002
S92256G,74003
fracture,74004
S92256K,74005
fracture,74006
S92256P,74007
fracture,74008
S92256S,74009
S92301A,74010
fracture,74011
S92301B,74012
fracture,74013
S92301D,74014
with,74015
S92301G,74016
with,74017
S92301K,74018
with,74019
S92301P,74020
with,74021
S92301S,74022
S92302A,74023
fracture,74024
S92302B,74025
fracture,74026
S92302D,74027
with,74028
S92302G,74029
with,74030
S92302K,74031
with,74032
S92302P,74033
with,74034
S92302S,74035
S92309A,74036
fracture,74037
S92309B,74038
fracture,74039
S92309D,74040
with,74041
S92309G,74042
with,74043
S92309K,74044
with,74045
S92309P,74046
with,74047
S92309S,74048
S92311A,74049
closed,74050
S92311B,74051
open,74052
S92311D,74053
fracture,74054
S92311G,74055
fracture,74056
S92311K,74057
fracture,74058
S92311P,74059
fracture,74060
S92311S,74061
S92312A,74062
closed,74063
S92312B,74064
open,74065
S92312D,74066
fracture,74067
S92312G,74068
fracture,74069
S92312K,74070
fracture,74071
S92312P,74072
fracture,74073
S92312S,74074
S92313A,74075
closed,74076
S92313B,74077
open,74078
S92313D,74079
fracture,74080
S92313G,74081
fracture,74082
S92313K,74083
fracture,74084
S92313P,74085
fracture,74086
S92313S,74087
S92314A,74088
closed,74089
S92314B,74090
open,74091
S92314D,74092
fracture,74093
S92314G,74094
fracture,74095
S92314K,74096
fracture,74097
S92314P,74098
fracture,74099
S92314S,74100
S92315A,74101
closed,74102
S92315B,74103
open,74104
S92315D,74105
fracture,74106
S92315G,74107
fracture,74108
S92315K,74109
fracture,74110
S92315P,74111
fracture,74112
S92315S,74113
S92316A,74114
closed,74115
S92316B,74116
open,74117
S92316D,74118
fracture,74119
S92316G,74120
fracture,74121
S92316K,74122
fracture,74123
S92316P,74124
fracture,74125
S92316S,74126
S92321A,74127
closed,74128
S92321B,74129
open,74130
S92321D,74131
fracture,74132
S92321G,74133
fracture,74134
S92321K,74135
fracture,74136
S92321P,74137
fracture,74138
S92321S,74139
S92322A,74140
closed,74141
S92322B,74142
open,74143
S92322D,74144
fracture,74145
S92322G,74146
fracture,74147
S92322K,74148
fracture,74149
S92322P,74150
fracture,74151
S92322S,74152
S92323A,74153
closed,74154
S92323B,74155
open,74156
S92323D,74157
fracture,74158
S92323G,74159
fracture,74160
S92323K,74161
fracture,74162
S92323P,74163
fracture,74164
S92323S,74165
S92324A,74166
closed,74167
S92324B,74168
open,74169
S92324D,74170
fracture,74171
S92324G,74172
fracture,74173
S92324K,74174
fracture,74175
S92324P,74176
fracture,74177
S92324S,74178
S92325A,74179
closed,74180
S92325B,74181
open,74182
S92325D,74183
fracture,74184
S92325G,74185
fracture,74186
S92325K,74187
fracture,74188
S92325P,74189
fracture,74190
S92325S,74191
S92326A,74192
closed,74193
S92326B,74194
open,74195
S92326D,74196
fracture,74197
S92326G,74198
fracture,74199
S92326K,74200
fracture,74201
S92326P,74202
fracture,74203
S92326S,74204
S92331A,74205
closed,74206
S92331B,74207
open,74208
S92331D,74209
fracture,74210
S92331G,74211
fracture,74212
S92331K,74213
fracture,74214
S92331P,74215
fracture,74216
S92331S,74217
S92332A,74218
closed,74219
S92332B,74220
open,74221
S92332D,74222
fracture,74223
S92332G,74224
fracture,74225
S92332K,74226
fracture,74227
S92332P,74228
fracture,74229
S92332S,74230
S92333A,74231
closed,74232
S92333B,74233
open,74234
S92333D,74235
fracture,74236
S92333G,74237
fracture,74238
S92333K,74239
fracture,74240
S92333P,74241
fracture,74242
S92333S,74243
S92334A,74244
closed,74245
S92334B,74246
open,74247
S92334D,74248
fracture,74249
S92334G,74250
fracture,74251
S92334K,74252
fracture,74253
S92334P,74254
